"","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.website_url","Input.index","Answer.article_title","Answer.first_name1","Answer.first_name2","Answer.inst1","Answer.inst2","Answer.journal_name","Answer.last_name1","Answer.last_name2","Answer.reason_cannot_find","Approve","Reject"
"192","3LAZVA75NJ6GQT5ETNB58DDFL73O2J","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:00 PDT 2019",NA,NA,"3PH3VY7DJNCGNXFMZIGU02WX5BEZWQ","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:08:21 PDT 2019","Tue Sep 03 11:08:29 PDT 2019","Tue Sep 10 11:08:29 PDT 2019","Tue Sep 10 11:08:56 PDT 2019","","",8,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",3,"gsdgsd","dsgdsg","gsdgsd","gsdgsd","sdgsdgsdg","gdsg","sdgds","gsdgsdgsdg","sdgsdg","","did not meet requirements"
"193","3SU800BH877SVHRWRKDF3137JZ5QUC","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:31 PDT 2019",NA,NA,"30BXRYBRP6CUWCFSTWAN0VSS8U1HW3","A3IF74PEMRDQ8G","Approved","Fri Aug 30 04:23:05 PDT 2019","Fri Aug 30 04:31:09 PDT 2019","Fri Sep 06 04:31:09 PDT 2019","Tue Sep 03 10:29:01 PDT 2019","","",484,"90% (18/20)","90% (18/20)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",4,"The Dimensions of Poverty: Public Perceptions of the Deserving Poor","Ja","Single","Univ N Florida, Dept Sociol & Criminal Justice, Jacksonville","{}","Social Science Research Volume 22, Issue 3, September 1993, Pages 312-332","Will","Author","{}","x",""
"194","3IYI9285WTFFN06JA386CU5FY46JC4","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:31 PDT 2019",NA,NA,"3BF51CHDTXP1OME70PH2T0JO7PM0HK","A3IF74PEMRDQ8G","Approved","Fri Aug 30 04:11:59 PDT 2019","Fri Aug 30 04:16:53 PDT 2019","Fri Sep 06 04:16:53 PDT 2019","Tue Sep 03 10:29:01 PDT 2019","","",294,"90% (18/20)","90% (18/20)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",5,"The Maslach Burnout Inventory: Testing for factorial validity and invariance across elementary, intermediate and secondary teachers","Barbara M.","{}","School of Psychology, university of Ottawa","{}","Journal of Occupational and Organizational Psychology","Byrne","{}","{}","x",""
"195","344M16OZKJUQ3OHILS6TVPMZS0OENW","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:00 PDT 2019",NA,NA,"37XITHEISYOY78NQ8AMG25NV4EECR2","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:11:40 PDT 2019","Tue Sep 03 11:11:49 PDT 2019","Tue Sep 10 11:11:49 PDT 2019","Tue Sep 10 11:11:56 PDT 2019","","",9,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",6,"gdsgsdge","sggdgsd","sgegsegesge","gesgesgesge","gsegesg","gegg","gsdgsdgsdeg","gesgesgsegse","segsegsegesg","","did not meet requirements"
"196","344M16OZKJUQ3OHILS6TVPMZS0OENW","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:00 PDT 2019",NA,NA,"3LOZAJ85YFS56MH0KG32FA0XSDPX2U","A1YDP15X5T2VY9","Rejected","Fri Aug 30 04:25:29 PDT 2019","Fri Aug 30 04:26:31 PDT 2019","Fri Sep 06 04:26:31 PDT 2019","","Tue Sep 03 10:29:01 PDT 2019","did not meet requirements",62,"35% (19/54)","35% (19/54)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",6,"Dimensions of perfectionism and irrational fears: An examination with the fear survey schedule","Kirk","Allan","York University","University of Toronto","Personality and Individual Differences","Blankstein","Eng","{}","","did not meet requirements"
"197","3THR0FZ95Q8MRFRM3TTAN9COR7ULO5","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:01 PDT 2019",NA,NA,"3DHE4R9OCYQUK0MAV63YRO02QEQ2GN","AF7ZV0U3CGOK0","Approved","Tue Sep 03 11:10:33 PDT 2019","Tue Sep 03 11:13:16 PDT 2019","Tue Sep 10 11:13:16 PDT 2019","Tue Sep 10 11:13:56 PDT 2019","","",163,"95% (18/19)","95% (18/19)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",7,"Randomized Trial of Use of a Monetary Incentive and a Reminder Card to Increase the Response Rate to a Mailed Health Survey","Thomas V.","André","Institute of Social and Preventive Medicine, University of Geneva","Institute of Social and Preventive Medicine, University of Geneva","American Journal of Epidemiology","Perneger","Rougemont","{}","x",""
"198","3THR0FZ95Q8MRFRM3TTAN9COR7ULO5","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:01 PDT 2019",NA,NA,"3YMTUJH0DUV8SJN3JKLTJMCPZVY4TF","A29ZTF7JUO8F39","Rejected","Fri Aug 30 04:26:44 PDT 2019","Fri Aug 30 04:31:59 PDT 2019","Fri Sep 06 04:31:59 PDT 2019","","Tue Sep 03 10:29:01 PDT 2019","did not meet requirements",315,"4% (2/49)","4% (2/49)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",7,"factorial survey","Thurman","Zhao","Washington State Univ","Washington State Univ","Drunk-Driving Research and Innovation: A Factorial Survey Study of Decisions To Drink and Drive","Q","J","{}","","did not meet requirements"
"199","3LN50BUKPWQ4CF3NIT6PC9HE1CQLPM","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:02 PDT 2019",NA,NA,"3P529IW9K00U7MCNUSFLOZZZU8LLFH","A3IF74PEMRDQ8G","Rejected","Fri Aug 30 04:34:11 PDT 2019","Fri Aug 30 04:38:09 PDT 2019","Fri Sep 06 04:38:09 PDT 2019","","Tue Sep 03 10:29:02 PDT 2019","did not meet requirements",238,"90% (18/20)","90% (18/20)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",8,"The MOS 36-Item Short-Form Health Survey (SF-36): II. Psychometric and Clinical Tests of Validity in Measuring Physical and Mental Health Constructs","Colleen A.","Anastasia E.","{}","{}","Medical Care Volume 31, Number 3, pp 247-263","Mchorney","Raczek","unable to find the institutions of the authors","","did not meet requirements"
"200","3LN50BUKPWQ4CF3NIT6PC9HE1CQLPM","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:02 PDT 2019",NA,NA,"3Y5140Z9DZV48YTBNSED8DLBG1AIPI","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:17:55 PDT 2019","Tue Sep 03 11:18:02 PDT 2019","Tue Sep 10 11:18:02 PDT 2019","Tue Sep 10 11:18:56 PDT 2019","","",7,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",8,"gasgasg","asgasgas","gasgas","gasgasgas","asgsagasgas","asgasgasg","gas","gasgasgasgasg","gasgagasgg","","did not meet requirements"
"201","3IVKZBIBJ1OZ3B0PJPVLFMTI7FOHSR","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:31 PDT 2019",NA,NA,"3M0NZ3JDP3DMAE023HTLA2JKKNE5Z0","A3TG427HOFMVQU","Approved","Fri Aug 30 04:14:11 PDT 2019","Fri Aug 30 04:16:17 PDT 2019","Fri Sep 06 04:16:17 PDT 2019","Tue Sep 03 10:29:03 PDT 2019","","",126,"36% (4/11)","36% (4/11)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",9,"Dimensions of perfectionism and irrational fears: An examination with the fear survey schedule","Kirk","Allan","York University","University of Toronto","Personality and Individual Differences Volume 15, Issue 3","Blankstein","Eng","{}","x",""
"202","35ZRNT9RUJD5BB1XXNPARNI7RL3O3U","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:03 PDT 2019",NA,NA,"39PAAFCODOF7MW6I3GMGSCC2CFVTVG","A29ZTF7JUO8F39","Rejected","Fri Aug 30 04:38:04 PDT 2019","Fri Aug 30 04:43:57 PDT 2019","Fri Sep 06 04:43:57 PDT 2019","","Tue Sep 03 10:29:04 PDT 2019","did not meet requirements",353,"4% (2/49)","4% (2/49)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",10,"factorial survey","Thurman","Zhao","Washington State Univ","Washington State Univ","Drunk-Driving Research and Innovation: A Factorial Survey Study of Decisions To Drink and Drive","Q","J","{}","","did not meet requirements"
"203","35ZRNT9RUJD5BB1XXNPARNI7RL3O3U","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:03 PDT 2019",NA,NA,"3NS0A6KXC6NKQBPMKDCCEZA9BNOZGR","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:06:03 PDT 2019","Tue Sep 03 11:06:18 PDT 2019","Tue Sep 10 11:06:18 PDT 2019","Tue Sep 10 11:06:56 PDT 2019","","",15,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1993&as_yhi=1993""
",10,"gdgsd","sdgsdgsdgsdg","hdshsdh","hshsdhh","sdhsdhsdh","gsdgsdgsdg","sdgsshsdhs","sdhshsdh","sdhs","","did not meet requirements"
"204","31S7M7DAGH5247WUZAF9HJIBQFBTLZ","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:03 PDT 2019",NA,NA,"3BF51CHDTXP1OME70PH2T0JO8GIH0G","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:06:20 PDT 2019","Tue Sep 03 11:06:27 PDT 2019","Tue Sep 10 11:06:27 PDT 2019","Tue Sep 10 11:06:56 PDT 2019","","",7,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",1,"hshdsh","hsdhsdhsd","sdhsd","hsdhsdh","sdhsdhsd","hdshsdh","hsdhsd","hsdhsdh","shsdhsd","","did not meet requirements"
"205","31S7M7DAGH5247WUZAF9HJIBQFBTLZ","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:03 PDT 2019",NA,NA,"3R8YZBNQ9JXSJQDU4EP5HTLC6QMQ74","A2SL3JFI9CA0HE","Rejected","Fri Aug 30 03:52:50 PDT 2019","Fri Aug 30 04:02:06 PDT 2019","Fri Sep 06 04:02:06 PDT 2019","","Tue Sep 03 10:29:03 PDT 2019","did not meet requirements",556,"69% (9/13)","69% (9/13)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",1,"Determinants of Corporate Dividend Policy: A Factorial Analysis","Kasim","Gabriel","{}","{}","Financial Review","Alli","Ramirez","Institution not mentioned","","did not meet requirements"
"206","39WSF6KUV308L9HUM766AEM4IATEOB","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:31 PDT 2019",NA,NA,"3QILPRALQ7ABG75LYRPURZM2CZ48NL","A1JYF5ULFZS8L","Approved","Fri Aug 30 03:30:17 PDT 2019","Fri Aug 30 03:34:03 PDT 2019","Fri Sep 06 03:34:03 PDT 2019","Tue Sep 03 10:29:03 PDT 2019","","",226,"81% (26/32)","81% (26/32)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",2,"Identification of geochemical anomalies using principal component analysis and factorial kriging analysis","Rosario","Mario","University of Granada","University of Granada","Journal of Geochemical Exploration","Jimenez-Espinosa","Chica-Olmo","{}","x",""
"207","3EQVJH0T4100IBD48P0BPRP49Y2HTG","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:31 PDT 2019",NA,NA,"3TVRFO09GMUB7838UML7U6Z6YDCLX3","A2ZBR1NZ2B4VMV","Approved","Fri Aug 30 03:17:12 PDT 2019","Fri Aug 30 03:21:19 PDT 2019","Fri Sep 06 03:21:19 PDT 2019","Tue Sep 03 10:29:04 PDT 2019","","",247,"100% (4/4)","100% (4/4)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",3,"Determinants of Corporate Dividend Policy: A Factorial Analysis","Kasim","Gabriel","Clark Atlanta University","SUNY at Binghamton","The Financial Review","Alli","Ramirez","{}","x",""
"208","33EEIIWHK8MS8WGWWANKZN5QX6EQV1","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:31 PDT 2019",NA,NA,"31LVTDXBL9PRACHWLNFF5ODIXWXLRD","A1XK5UV31RCAHC","Approved","Fri Aug 30 04:47:28 PDT 2019","Fri Aug 30 04:49:17 PDT 2019","Fri Sep 06 04:49:17 PDT 2019","Tue Sep 03 10:29:03 PDT 2019","","",109,"58% (11/19)","58% (11/19)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",4,"A conjoint analysis of waterfowl hunting in Louisiana","C","CJ","Cambridge","Cambridge","Journal of Agricultural and Applied Economics","Gan","Luzar","{}","x",""
"209","3K2CEDRACCGMAPEFZMGOHWX0QK1TM1","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:03 PDT 2019",NA,NA,"3U8YCDAGXRVE1FDAJF4W2EBPZ3CQ0J","A3IF74PEMRDQ8G","Approved","Tue Sep 03 10:29:26 PDT 2019","Tue Sep 03 10:35:12 PDT 2019","Tue Sep 10 10:35:12 PDT 2019","Tue Sep 10 10:35:56 PDT 2019","","",346,"90% (18/20)","90% (18/20)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",5,"The evaluation question approach: A method of measuring attitudes","Nico L.","Bernard M.S.","Erasmus University Rotterdam, Rottterdam, The Netherlands","SEO, Foundation for Economic Research, University of Amsterdam, The Netherlands","Journal of Economic Psychology; Volume 14, Issue 1, March 1993, Pages 183-201","van der Sar","van Praag","{}","","did not meet requirements"
"210","3K2CEDRACCGMAPEFZMGOHWX0QK1TM1","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:03 PDT 2019",NA,NA,"3Z4GS9HPNXPID88F8FGZH24H10V77O","A1YDP15X5T2VY9","Rejected","Fri Aug 30 03:51:08 PDT 2019","Fri Aug 30 03:52:33 PDT 2019","Fri Sep 06 03:52:33 PDT 2019","","Tue Sep 03 10:29:04 PDT 2019","did not meet requirements",85,"35% (19/54)","35% (19/54)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",5,"The evaluation question approach: A method of measuring attitudes","Nico","Bernard","Erasmus University Rotterdam","University of Amsterdam","Journal of Economic Psychology","van der Sar","van Praag","{}","","did not meet requirements"
"211","3126F2F5F9IQ69TV17JLZERUSFPEPS","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:31 PDT 2019",NA,NA,"3TOK3KHVJVXPYE0EP1X1SOQCRP67OF","A1XK5UV31RCAHC","Approved","Fri Aug 30 04:08:54 PDT 2019","Fri Aug 30 04:11:45 PDT 2019","Fri Sep 06 04:11:45 PDT 2019","Tue Sep 03 10:29:04 PDT 2019","","",171,"58% (11/19)","58% (11/19)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",6,"Offense seriousness scaling: An alternative to scenario methods","JP","MJE","Department of Justice, Law and Society, School of Public AffairsThe American UniversityWashington, DC","Department of Sociology and Criminal JusticeOld Dominion UniversityNorfolk","Journal of Quantitative Criminology","Lynch","Danner","{}","x",""
"212","3URJ6VVYUQ2QT7K1X1UT1SAD5LZO4F","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:04 PDT 2019",NA,NA,"39GAF6DQWTF6DCU91X26M6T7LN01VU","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:07:14 PDT 2019","Tue Sep 03 11:07:25 PDT 2019","Tue Sep 10 11:07:25 PDT 2019","Tue Sep 10 11:07:56 PDT 2019","","",11,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",7,"gagg","gsagsag","gdsgdsgsdgd","dgsdgsdgsd","sdgdsg","gasgasgasg","sgsdgsdgs","dsgsdgdsg","dgsdggdsg","","did not meet requirements"
"213","3URJ6VVYUQ2QT7K1X1UT1SAD5LZO4F","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:04 PDT 2019",NA,NA,"3E7TUJ2EGE1280XIEPH5VQ5JI1M9DV","A1YDP15X5T2VY9","Rejected","Fri Aug 30 03:59:25 PDT 2019","Fri Aug 30 04:00:23 PDT 2019","Fri Sep 06 04:00:23 PDT 2019","","Tue Sep 03 10:29:05 PDT 2019","did not meet requirements",58,"35% (19/54)","35% (19/54)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",7,"Biochemical and cytological survey of tyrosine storage proteins in coleoptera: diversity of strategies","Bernard","Paul","INSA Laboratoire de Biologie Appliquée","INSA Laboratoire de Biologie Appliquée","Insect Biochemistry and Molecular Biology","Delobel","Nardon","{}","","did not meet requirements"
"214","3MJ28H2Y1FN8PQO1B6D36KGR5HUO5K","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:04 PDT 2019",NA,NA,"36ZN444YTTDMNYHA8S1YJDGL6WEIO1","A18HC62T1SROBJ","Approved","Tue Sep 03 11:18:17 PDT 2019","Tue Sep 03 11:19:05 PDT 2019","Tue Sep 10 11:19:05 PDT 2019","Tue Sep 10 11:19:56 PDT 2019","","",48,"100% (2/2)","100% (2/2)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",8,"Sexual harassment: Violence against women in the workplace","Louise","{}","{}","{}","American Psychologist","Fitzgerald","{}","{}","","did not meet requirements"
"215","3MJ28H2Y1FN8PQO1B6D36KGR5HUO5K","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:29:04 PDT 2019",NA,NA,"3EWIJTFFVQMP4CN5AO9W8XMBF9R0E1","A1JYF5ULFZS8L","Rejected","Fri Aug 30 03:27:28 PDT 2019","Fri Aug 30 03:30:16 PDT 2019","Fri Sep 06 03:30:16 PDT 2019","","Tue Sep 03 10:29:04 PDT 2019","did not meet requirements",168,"81% (26/32)","81% (26/32)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",8,"Sexual harassment: Violence against women in the workplace","Louise","single","University of Illinois","{}","American Psychologist, Vol 48(10)","F Fitzgerald","Author","{}","","did not meet requirements"
"216","37G6BXQPLR0B6LUA1KYAZJH4XBBEQJ","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:31 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:31 PDT 2019",NA,NA,"3WJ1OXY92CV4WOBWPNKP5T22DSA8A6","A3IF74PEMRDQ8G","Approved","Fri Aug 30 04:44:18 PDT 2019","Fri Aug 30 04:49:44 PDT 2019","Fri Sep 06 04:49:44 PDT 2019","Tue Sep 03 10:29:05 PDT 2019","","",326,"90% (18/20)","90% (18/20)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1993&as_yhi=1993""
",9,"From Ethnography to Survey: Some Methodological Issues in Research on Health Seeking in East Harlem","JUDITH","LOUIS R.","University of New York","New York State Psychiatric institute","Human Organization Vol. 52, No. 2 (Summer 1993), pp. 151-161","FREIDENBERG","CARABALLO","{}","x",""
